Tienda,Categoría,Socket,Generación,Capacidad,Título,Stock,Precio,URL
Sercoplus,Case,-,All,-,"COOLER DE CASE GAMEMAX, GMX-RF12X, RGB",20,26.32,https://www.sercoplus.com/accesorios-de-cases/13230-cooler-de-case-gamemax-gmx-rf12x-rgb.html
Sercoplus,Case,-,All,-,"CASE GAMING AVATEC CCA-4507B, F/550W, V/TEMPLADO, RGB",20,248.16,https://www.sercoplus.com/avatec/13766-case-gaming-avatec-cca-4507b-f-550w-v.html
Sercoplus,Case,-,All,-,CASE GAMER HALION SCORPION 5906 AZUL F/400W,16,157.92,https://www.sercoplus.com/halion/5737-case-gamer-halion-scorpion-5906-azul.html
Sercoplus,Case,-,All,-,"CASE MSI MAG FORGE 100R, V/TEMPLADO",20,263.2,https://www.sercoplus.com/msi/11089-case-msi-mag-forge-100r-argb.html
Sercoplus,Case,-,All,-,COOLER DE CASE GAMEMAX GALEFORCE GMX-GF12B,20,22.56,https://www.sercoplus.com/accesorios-de-cases/11419-cooler-case-gamemax-galeforce-gmx-g12b.html
Sercoplus,Case,-,All,-,COOLER DE CASE SILVERSTONE AIR BLAZER 12OR ARGB,20,60.16,https://www.sercoplus.com/accesorios-de-cases/13372-cooler-de-case-silverstone-air-blazer-12.html
Sercoplus,Case,-,All,-,CASE GAMER HALION SCORPION 5906 VERDE F/400W,20,157.92,https://www.sercoplus.com/halion/6038-case-gamer-halion-scorpion-5906-verde.html
Sercoplus,Case,-,All,-,COOLER DE CASE GAMEMAX GALEFORCE GMX G12G,20,22.56,https://www.sercoplus.com/accesorios-de-cases/11420-cooler-case-gamemax-galeforce-gmx-g12g.html
Sercoplus,Case,-,All,-,CASE GAMER HALION PHANTOM 8803 BLACK F/500W,10,195.52,https://www.sercoplus.com/halion/7923-case-gamer-halion-phantom-8803-500w.html
Sercoplus,Case,-,All,-,"CASE HALION BULL 5518, F/350W",20,142.88,https://www.sercoplus.com/halion/13217-case-halion-bull-5518-f-350w.html
Sercoplus,Case,-,All,-,"CASE ANTRYX ELEGANT 650, F/350W",16,181.23,https://www.sercoplus.com/antryx/13737-case-antryx-elegant-650-f-350w.html
Sercoplus,Case,-,All,-,CASE GAMER HALION PHANTOM 8804 BLACK F/500W,13,195.52,https://www.sercoplus.com/halion/7924-case-gamer-halion-phantom-8804-500w.html
Sercoplus,Case,-,All,-,"CASE HALION BULL 5518, F/350W",20,142.88,https://www.sercoplus.com/halion/13217-case-halion-bull-5518-f-350w.html
Sercoplus,Case,-,All,-,"CASE ANTRYX ELEGANT 650, F/350W",16,181.23,https://www.sercoplus.com/antryx/13737-case-antryx-elegant-650-f-350w.html
Sercoplus,Case,-,All,-,CASE GAMER HALION PHANTOM 8804 BLACK F/500W,13,195.52,https://www.sercoplus.com/halion/7924-case-gamer-halion-phantom-8804-500w.html
Sercoplus,Case,-,All,-,COOLER DE CASE ANTRYX CHROME STORM DF310 120MM ARGB,20,45.12,https://www.sercoplus.com/accesorios-de-cases/10821-cooler-de-case-antryx-chrome-storm-df310-120mm-argb-led-afc-csdf310.html
Sercoplus,Case,-,All,-,"CASE DEEPCOOL MATREXX 55 V3 ADD-RGB 3F, V/TEMPLADO",20,360.96,https://www.sercoplus.com/deepcool/11369-case-deepcool-matrexx-55-v3-add-rgb-3f.html
Sercoplus,Case,-,All,-,"CASE GAMER HALION FLASH CH03BK RGB, F/50",15,225.6,https://www.sercoplus.com/halion/11924-case-gamer-halion-flash-ch03bk-rgb-f-50.html
Sercoplus,Case,-,All,-,"CASE ANTEC DF700 FLUX, ARGB, V/TEMPLADO",20,383.52,https://www.sercoplus.com/antec/12281-case-antec-df700-flux-argb-v-templado.html
Sercoplus,Case,-,All,-,"CASE COUGAR MX410-G RGB, V/TEMPLADO",20,255.68,https://www.sercoplus.com/cougar/13733-case-cougar-mx410-g-rgb-v-templado.html
Sercoplus,Case,-,All,-,CASE GAMER HALION PHANTOM 8803 BLACK F/500W,10,195.52,https://www.sercoplus.com/halion/7923-case-gamer-halion-phantom-8803-500w.html
Sercoplus,Case,-,All,-,"CASE HALION BULL 5518, F/350W",20,142.88,https://www.sercoplus.com/halion/13217-case-halion-bull-5518-f-350w.html
Sercoplus,Case,-,All,-,"CASE ANTEC NX4155, F/550W, ARGB, BLACK, F/550W",20,323.36,https://www.sercoplus.com/antec/13618-case-antec-nx4155-f-550w-argb-black.html
Sercoplus,Case,-,All,-,CASE GAMER HALION SCORPION 5906 ROJO F/400W,20,157.92,https://www.sercoplus.com/halion/5738-case-gamer-halion-scorpion-5906-rojo.html
Sercoplus,Case,-,All,-,CASE GAMER HALION STINGRAY C903 RGB V/TEMPLADO,20,203.04,https://www.sercoplus.com/halion/9941-case-gamer-halion-stingray-c903-rgb.html
Sercoplus,Case,-,All,-,"CASE GIGABYTE C200G, RGB, V/TEMPLADO",20,300.8,https://www.sercoplus.com/gigabyte/12667-case-gigabyte-c200g-rgb-v-templado.html
Sercoplus,Case,-,All,-,CASE GAMER HALION PHANTOM 8803 BLACK F/500W,10,195.52,https://www.sercoplus.com/halion/7923-case-gamer-halion-phantom-8803-500w.html
Sercoplus,Case,-,All,-,"CASE HALION BULL 5518, F/350W",20,142.88,https://www.sercoplus.com/halion/13217-case-halion-bull-5518-f-350w.html
Sercoplus,Case,-,All,-,"CASE ANTRYX ELEGANT 650, F/350W",16,181.23,https://www.sercoplus.com/antryx/13737-case-antryx-elegant-650-f-350w.html
Sercoplus,Case,-,All,-,CASE GAMER HALION PHANTOM 8804 BLACK F/500W,13,195.52,https://www.sercoplus.com/halion/7924-case-gamer-halion-phantom-8804-500w.html
Sercoplus,Case,-,All,-,COOLER DE CASE ANTRYX CHROME STORM DF310 120MM ARGB,20,45.12,https://www.sercoplus.com/accesorios-de-cases/10821-cooler-de-case-antryx-chrome-storm-df310-120mm-argb-led-afc-csdf310.html
Sercoplus,Case,-,All,-,"COOLER DE CASE GAMEMAX, GMX-RF12X, RGB",20,26.32,https://www.sercoplus.com/accesorios-de-cases/13230-cooler-de-case-gamemax-gmx-rf12x-rgb.html
Sercoplus,Case,-,All,-,"CASE GAMING AVATEC CCA-4507B, F/550W, V/TEMPLADO, RGB",20,248.16,https://www.sercoplus.com/avatec/13766-case-gaming-avatec-cca-4507b-f-550w-v.html
Sercoplus,Case,-,All,-,CASE GAMER HALION SCORPION 5906 AZUL F/400W,16,157.92,https://www.sercoplus.com/halion/5737-case-gamer-halion-scorpion-5906-azul.html
Sercoplus,Case,-,All,-,CASE ANTRYX FX CHROME STORM PHANTOM PLUS ARGB,14,383.52,https://www.sercoplus.com/antryx/10961-case-antryx-fx-chrome-storm-phantom-plus.html
Sercoplus,Case,-,All,-,CASE CYBERTEL CENTURY CYB C215 F/230W/600,20,112.8,https://www.sercoplus.com/cybertel/11373-case-cybertel-century-cyb-c215-f-230w.html
Sercoplus,Case,-,All,-,"CASE GIGABYTE C200G, RGB, V/TEMPLADO",20,300.8,https://www.sercoplus.com/gigabyte/12667-case-gigabyte-c200g-rgb-v-templado.html
Sercoplus,Case,-,All,-,"CASE ANTRYX NC-253, F/B500W, C/CINTA LED, V/TEMPLADO",15,270.72,https://www.sercoplus.com/antryx/13637-case-antryx-nc-253-f-b500w-c-cinta-led.html
Sercoplus,Case,-,All,-,"CASE COUGAR DARKBLADER X7 GREEN, RGB, V/TEMPLADO",7,191.76,https://www.sercoplus.com/cougar/13801-case-cougar-darkblader-x7-green-rgb-v.html
Sercoplus,Case,-,All,-,"CASE GAMING AVATEC CCA-4703BK, F/550W, V/TEMPLADO, RGB",20,251.92,https://www.sercoplus.com/cases/13669-case-gaming-avatec-cca-4703bk-f-550w-r.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Amd: RYZEN 3 PRO 4650G, 8GB, SSD 250GB, CASE RGB, F/550W.",20,1481.44,https://www.sercoplus.com/pc-gaming-plus-amd/13778-pc-gaming-plus-amd-ryzen-5-pro-4650g-8.html
Sercoplus,PC,-,-,-,"COMPUTADOR DELL OPTIPLEX 3080, CORE I5-10500, 8GB, 1TB, WINDOWS 10 PRO.",10,2804.96,https://www.sercoplus.com/pc-dell/12309-computador-dell-optiplex-3080-core-i5-1.html
Sercoplus,PC,-,-,-,"Pc Plus Intel: CORE i5-12400, 8GB, SSD 250GB, CASE RGB, F/350W",9,1864.96,https://www.sercoplus.com/pc-plus-intel/13779-pc-plus-intel-core-i5-12400-8gb-ssd-2.html
Sercoplus,PC,-,-,-,"ALL-IN-ONE LENOVO IDEACENTRE 330, CELERON J4025, 8GB, 1TB, 19.5"" HD,",18,1684.48,https://www.sercoplus.com/all-in-one/12470-all-in-one-lenovo-ideacentre-330-celero.html
Sercoplus,PC,-,-,-,"ALL- IN-ONE LENOVO IDEACENTRE AIO 3 24IMB05, CI3-10100T, 4GB, 1TB, 23.8"" IPS FHD.",6,2353.76,https://www.sercoplus.com/all-in-one/12524-all-in-one-lenovo-ideacentre-aio-3-24im.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Intel: Ci5-11400F, 16GB RAM, SSD 512GB, RTX 2060, CASE, FUENTE 650W ARGB, WIFI",11,3508.08,https://www.sercoplus.com/pc-gaming-plus-intel/13811-pc-gaming-plus-intel-ci5-11400f-16gb-r.html
Sercoplus,PC,-,-,-,"Pc Plus Intel: CORE i3-9100, 8GB RAM, SSD 240GB, CASE F/350W",19,1071.6,https://www.sercoplus.com/pc-plus-intel/13542-pc-plus-intel-i3-9100-8gb-ram-ssd-240.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Intel: PENTIUM GOLD G7400, 16GB, SSD 512GB, GTX 1650, CASE RGB F/500W",9,2662.08,https://www.sercoplus.com/pc-gaming-plus-intel/13671-pc-gaming-plus-intel-pentium-gold-g7400.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Intel: i3-10105F, 16GB, SSD 512GB, GTX 1650, CASE RGB, F/550W",15,2624.48,https://www.sercoplus.com/pc-gaming-plus-intel/13679-pc-gaming-plus-intel-i3-10105f-16gb-s.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Amd: RYZEN 3 PRO 4350G, 16GB, SSD 500GB, CASE ARGB F/500W",20,1519.04,https://www.sercoplus.com/pc-gaming-plus-amd/13770-pc-gaming-plus-amd-ryzen-3-pro-4350g-8.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Amd: RYZEN 5 5600g, 16GB, SSD 500GB, CASE ARGB F/500W",15,1970.24,https://www.sercoplus.com/pc-gaming-plus-amd/13771-pc-gaming-plus-amd-ryzen-5-5600g-16gb.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Amd: RYZEN 7 5700g, 16GB, SSD 500GB, CASE RGB F/550W",20,2346.24,https://www.sercoplus.com/pc-gaming-plus-amd/13775-pc-gaming-plus-amd-ryzen-5-5700g-16gb.html
Sercoplus,PC,-,-,-,"Pc Plus Intel: CORE i5-11400, 8GB, SSD 250GB, CASE F/350W RGB",20,1519.04,https://www.sercoplus.com/pc-plus-intel/13776-pc-plus-intel-core-i5-11400-8gb-ssd-2.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Amd: RYZEN 3 PRO 4350G, 8GB, SSD 250GB, CASE RGB, F/500G",20,1240.8,https://www.sercoplus.com/computadoras/13768-pc-gaming-plus-amd-ryzen-3-pro-4350g-8.html
Sercoplus,Laptop,-,-,-,"LAPTOP LENOVO V14-ARE, AMD RYZEN 7-4700U, 8GB, 1TB, 14"" HD.",16,2301.12,https://www.sercoplus.com/laptops-amd-ryzen-athlon/11156-laptop-lenovo-v14-are-amd-ryzen-7-4700u.html
Sercoplus,Laptop,-,-,-,"LAPTOP LENOVO V14 IIL, INTEL CORE I3-1005G1, 4GB, 1TB, 14"" HD.",20,1744.64,https://www.sercoplus.com/laptops-intel-core-i3/12004-laptop-lenovo-v14-iil-intel-core-i3-100.html
Sercoplus,Laptop,-,-,-,"LAPTOP CHUWI GemiBook, INTEL CELERON, 12GB, SSD 256GB, 13.0"" IPS 2K, WINDOWS.",20,1534.08,https://www.sercoplus.com/laptops-intel-celeron/12393-laptop-chuwi-gamibook-intel-celeron-12.html
Sercoplus,Laptop,-,-,-,"LAPTOP CHUWI COREBOOK PRO, INTEL CORE I3-6157U, 8GB, SSD 256GB, 13.0"" IPS 2K, WINDOWS.",20,1876.24,https://www.sercoplus.com/laptops-intel-core-i3/12394-laptop-chuwi-corebook-pro-intel-core-i3.html
Sercoplus,Laptop,-,-,-,"LAPTOP ASUS E410MA-202 BLUE, CELERON N4020, 4GB, 128GB EMMC, 14"" HD, TECLADO Y WIN INGLES.",20,1458.88,https://www.sercoplus.com/laptops-intel-celeron/12396-laptop-asus-e410ma-202-blue-celeron-n40.html
Sercoplus,Laptop,-,-,-,"LAPTOP ASUS E410MA-202 PINK, CELERON N4020, 4GB, 128GB EMMC, 14"" HD TECLADO Y WIN INGLES",11,1481.44,https://www.sercoplus.com/laptops-intel-celeron/12397-laptop-asus-e410ma-202-pnik-celeron-n40.html
Sercoplus,Laptop,-,-,-,"LAPTOP CHUWI HEROBOOK PRO+, CELERON J3455, 8GB, SSD 128GB, 13.3"" IPS 3K,",20,1376.16,https://www.sercoplus.com/laptops-intel-celeron/12480-laptop-chuwi-herobook-pro-celeron-j345.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP 240 G7, CELERON N4020, 4GB, 500GB, 14"" HD.",20,1601.76,https://www.sercoplus.com/laptops-intel-celeron/12492-laptop-hp-240-g7-celeron-n4020-4gb-50.html
Sercoplus,Laptop,-,-,-,"LAPTOP DYNABOOK (TOSHIBA) TECRA A40-G, Ci3-10110U, 8GB, 256GB SSD, 14"" HD.",20,2218.4,https://www.sercoplus.com/laptops-intel-core-i3/12499-laptop-dinabook-todhiba-tecra-a40-g-c.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP PAVILION GAMING 5-DK1024LA, CI5-10300H, 8GB, SSD 256GB, 15.6"" HD, GTX 1050 3GB",12,3163.36,https://www.sercoplus.com/laptops-gaming-intel/12505-laptop-hp-pavilion-gaming-5-dk1024la-ci.html
Sercoplus,Laptop,-,-,-,"TABLET LENOVO TAB M10 HD, 10"" HD, 2GB + 32GB, 4G LITE, 5MP + 8MP, ANDROID 10",6,887.36,https://www.sercoplus.com/tablet/12517-tablet-lenovo-tab-m10-hd-10-hd-2gb.html
Sercoplus,Laptop,-,-,-,"LAPTOP LENOVO YOGA SLIM 7 14ITL05, CI5-1135G7, 8GB, SSD 256GB, 14"" FHD, WINDOWS.",9,2947.84,https://www.sercoplus.com/laptops-intel-core-i5/12520-laptop-lenovo-yoga-slim-7-14itl05-ci5-1.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP 245 G7, RYZEN 5 3500U, 8GB, 1TB, 14"" HD, FREE DOS.",8,2165.76,https://www.sercoplus.com/laptops-amd-ryzen-athlon/12569-laptop-hp-245-g7-ryzen-5-3500u-8gb-1t.html
Sercoplus,Laptop,-,-,-,"LAPTOP CHUWI HEROBOOK PRO+, CELERON J3450, 8GB, SSD 256GB, 13.3"" IPS 3K,",5,1300.96,https://www.sercoplus.com/laptops-intel-celeron/12631-laptop-chuwi-herobook-pro-celeron-j345.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP 245 G7, AMD ATHLON SILVER 3050U, 4GB, 500GB, 14"" HD, WIN 10",20,1391.2,https://www.sercoplus.com/laptops-amd-ryzen-athlon/12783-laptop-hp-245-g7-amd-athlon-silver-3050.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP 245 G7 AMD RYZEN 3 3250U, 4GB, 1TB, 14"" HD, WIN.",8,1797.28,https://www.sercoplus.com/laptops-amd-ryzen-athlon/12833-laptop-hp-245-g7-amd-ryzen-3-3250u-4gb.html
Sercoplus,Laptop,-,-,-,"LAPTOP DELL INSPIRON 3501, CI3-1115G4, 4GB, 1TB, 15.6"", HD FREE.",20,1737.12,https://www.sercoplus.com/laptops-intel-core-i3/13060-laptop-dell-inspiron-3501-ci3-1115g4-4.html
Sercoplus,Laptop,-,-,-,"LAPTOP DELL INSPIRON 3501, CI3-1115G4, 4GB, 1TB, 15.6"" HD, FREE.",20,1744.64,https://www.sercoplus.com/laptops-intel-core-i3/13061-laptop-dell-inspiron-3501-ci3-1115g4-4.html
Sercoplus,Laptop,-,-,-,TABLETA GRAFICA WACOM INTUOS BASIC PEN ONLY BLACK,6,248.16,https://www.sercoplus.com/tabletas-graficas/10138-tableta-grafica-wacom-intuos-basic-pen-o.html
Sercoplus,Laptop,-,-,-,TABLETA GRAFICA WACOM INTUOS PEN BLUETOO M GREEN,8,676.8,https://www.sercoplus.com/tabletas-graficas/10686-tableta-grafica-wacom-intuos-pen-bluetoo.html
Sercoplus,Laptop,-,-,-,TABLETA GRAFICA WACOM INTUOS PEN & BLUETOOTH S PISTACHIO,8,387.28,https://www.sercoplus.com/tabletas-graficas/10141-tableta-grafica-wacom-intuos-pen-bluet.html
Sercoplus,Laptop,-,-,-,"LAPTOP ASUS FX516PC-HN004, CI7-11370H, SSD 512GB, 16GB, RTX 3050, 15.6"", GRAY.",8,4940.64,https://www.sercoplus.com/laptops-gaming-intel/13697-laptop-asus-fx516pc-hn004-ci7-11370h-s.html
Sercoplus,Laptop,-,-,-,"LAPTOP LENOVO V15 ADA, AMD ATHLON SILVER 3050U, 4GB DDR4, 1TB HDD, 15.6"" HD.",20,1015.2,https://www.sercoplus.com/laptops-amd-ryzen-athlon/13722-laptop-lenovo-v15-ada-amd-athlon-silver.html
Sercoplus,Laptop,-,-,-,"LAPTOP LENOVO E41-50, CI3-1005G1, 8GB, SSD 512GB, 14"" HD, WINDOWS 10 PRO.",11,1458.88,https://www.sercoplus.com/laptops-intel-core-i3/13729-laptop-lenovo-e41-50-ci3-1005g1-8gb-s.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP 240 G8, CI3-1005G1, 4GB DDR4, 1TB HDD, 14"" HD.",19,1308.48,https://www.sercoplus.com/laptops-intel-core-i3/12573-laptop-hp-240-g8-ci3-1005g1-4gb-1tb.html
Sercoplus,Laptop,-,-,-,"LAPTOP ACER TRAVELMATE B3 TMB311-31-C343, C N4020, 4GB, 64GB EMMC, 11.6"" HD.",20,1135.52,https://www.sercoplus.com/laptops-intel-celeron/12425-laptop-acer-travelmate-b3-tmb311-31-c343.html
Sercoplus,Laptop,-,-,-,"LAPTOP LENOVO V14 G2 ALC, AMD RYZEN 3 5300, 8GB, 1TB, 14"" HD.",20,1225.38,https://www.sercoplus.com/laptops-amd-ryzen-athlon/13796-laptop-lenovo-v14-g2-alc-amd-ryzen-3-53.html
